RA,DEC,z
25.1749,-54.5641,0.0208
25.2925,-31.7143,0.0
25.7387,-23.3652,0.0
25.8236,-37.3488,0.0
25.8645,-46.2155,0.0
26.1657,-22.2328,0.0
26.2031,-17.0329,0.0
26.334,-24.7498,0.0
26.2528,-53.0164,0.0
26.9403,-21.8345,0.0
27.0621,-31.9181,0.0
27.4036,-25.9188,0.0
27.6249,-27.086,0.0
27.8565,-24.5365,0.0
27.9546,-25.17,0.0
28.0569,-32.7036,0.0
28.4227,-27.2378,0.0
28.4746,-26.5379,0.0
28.3282,-58.171,0.0
28.5953,-35.6882,0.0
28.0299,-78.6708,0.0
28.6164,-71.4719,0.0
29.249,-17.0397,0.0
29.2802,-23.9898,0.0
28.9694,-79.2731,0.0
29.6679,-19.1573,0.0
29.5786,-49.7906,0.0
29.9075,-38.0246,0.0
30.0065,-31.2415,0.0
30.1506,-32.8752,0.0
30.1893,-35.992,0.0
30.2752,-25.0755,0.0
30.3214,-40.409,0.0
30.4366,-21.0092,0.0
30.7144,-28.2599,0.0
30.9423,-27.2105,0.0
30.8914,-41.0937,0.0
31.2622,-35.678,0.0
31.3018,-31.628,0.0
31.4166,-27.1116,0.0
31.6194,-26.0788,0.0
31.6406,-27.2622,0.0
31.6607,-28.7456,0.0
31.6959,-25.5457,0.0
31.795,-25.7793,0.0
32.024,-31.9132,0.0
32.2173,-26.3637,0.0
32.2775,-42.9639,0.0
32.4884,-27.3644,0.0
32.6774,-37.0816,0.0
32.7178,-33.0983,0.0
32.8629,-40.2821,0.0
32.9692,-17.0489,0.0
33.0087,-28.4491,0.0
33.1354,-53.4829,0.0
33.2266,-47.1331,0.0649
33.3609,-27.5667,0.0
33.5503,-30.4672,0.0
33.6412,-25.8174,0.0
33.7132,-26.6676,0.0
33.7264,-36.5344,0.0
33.806,-21.0845,0.0
33.7941,-24.8345,0.0378
33.6959,-51.6177,0.0
33.9184,-51.8183,0.0
34.0661,-48.2687,0.0
34.331,-28.3693,0.0
34.4102,-19.4195,0.0
34.4411,-17.4696,0.0
34.5525,-50.0367,0.0
34.728,-28.9704,0.0
34.7148,-48.0038,0.0635
34.9604,-19.1043,0.0
34.9272,-41.0376,0.0
35.2722,-23.0885,0.0
35.4304,-40.0224,0.0
35.5326,-48.5727,0.0631
35.4139,-63.6892,0.0
35.7166,-16.7898,0.0
35.8833,-26.8069,0.0
35.874,-41.007,0.0
35.993,-42.1073,0.0
36.2478,-49.5414,0.0
36.3423,-42.0083,0.0
36.4674,-41.9087,0.0
36.5002,-64.0257,0.0
36.6432,-56.126,0.0
36.8167,-50.0431,0.0
36.7222,-67.0097,0.0
37.0895,-24.4271,0.0
37.1256,-28.2272,0.0
37.0831,-38.3438,0.0
37.3525,-27.5778,0.0
37.514,-36.795,0.0
37.63,-33.0953,0.0
37.7267,-27.5956,0.0
37.7294,-38.6957,0.0
37.6691,-49.1456,0.0
37.8869,-56.0296,0.0
38.6718,-21.5984,0.0
39.0342,-41.7663,0.0
39.1289,-32.4998,0.0
38.9844,-66.6165,0.0
39.2375,-45.3503,0.0
37.2091,-85.8475,0.0
39.4858,-52.4011,0.0
40.0491,-33.0693,0.0
40.0308,-55.4195,0.0923
40.3423,-28.6369,0.0
40.8234,-26.9051,0.0
40.9155,-28.8054,0.0
40.9442,-27.8721,0.0
40.9118,-51.4555,0.0
41.3654,-34.2735,0.0
41.2974,-46.4567,0.0
41.5217,-20.4739,0.0
41.3697,-53.1904,0.0
41.4358,-54.1239,0.0
41.5241,-57.6409,0.0
41.8438,-27.5583,0.0
41.8407,-33.9584,0.0
42.1674,-27.7427,0.0
42.0849,-47.8093,0.0
42.3911,-27.9601,0.0
42.3046,-48.41,0.0
42.5721,-54.9443,0.0
42.7429,-46.3114,0.0
42.9,-48.6953,0.0
42.7394,-64.7284,0.0
43.1004,-25.3791,0.0
43.0489,-36.729,0.0
43.3145,-33.4632,0.0
43.2074,-53.563,0.0
42.8479,-79.063,0.0
43.6499,-54.1145,0.0
43.8274,-44.3317,0.0
43.9849,-22.6654,0.0
44.1514,-24.7159,0.0
44.2324,-46.9997,0.0
44.3276,-47.6001,0.0
44.5404,-21.0672,0.0
44.4843,-52.7173,0.0
44.7574,-23.0013,0.0
44.6945,-45.0513,0.0
44.9686,-51.4523,0.0
45.1146,-51.8361,0.06
45.2472,-44.3865,0.0
45.12,-66.0531,0.0
45.5182,-40.9707,0.0
45.8361,-27.6217,0.0
46.0082,-22.3723,0.0
46.015,-36.9557,0.0
45.961,-48.9224,0.0
46.1985,-24.6396,0.0
46.4752,-29.774,0.0
46.7547,-28.6749,0.0
47.0388,-36.7093,0.0
47.1122,-48.2264,0.0
47.3271,-29.027,0.0
47.0158,-65.5764,0.0
47.7166,-47.3952,0.0585
47.8608,-26.9289,0.0
48.1094,-27.1464,0.0
48.0137,-44.2962,0.0
48.0065,-63.1132,0.0
48.4261,-38.3143,0.0
48.3229,-58.7143,0.0
48.4608,-47.7979,0.0
48.5842,-32.1982,0.0
48.5596,-44.6316,0.0
48.2168,-69.1976,0.0
48.5788,-45.415,0.0
48.6242,-42.4984,0.0
48.6295,-58.0987,0.0645
48.8467,-42.7659,0.0
48.8109,-47.6325,0.0632
49.1633,-43.8504,0.0673
49.1314,-50.9004,0.0755
49.4485,-45.7348,0.0
49.4845,-44.2349,0.0703
49.4487,-48.8182,0.0
49.5683,-39.1185,0.0
49.785,-20.7525,0.0
49.7429,-42.9359,0.0
49.7838,-71.9702,0.0
50.37,-34.1881,0.0
49.9835,-68.0874,0.0
50.4722,-51.322,0.0696
50.1346,-70.4881,0.0
50.5764,-41.339,0.0
50.7393,-52.0231,0.065
50.8284,-44.5066,0.0
51.8444,-53.5106,0.0593
52.1677,-55.7119,0.0862
52.4468,-17.2792,0.0
52.5516,-52.5633,0.0554
52.9342,-30.5978,0.0
52.9016,-47.0979,0.0
52.8906,-51.0646,0.0
53.0492,-44.1984,0.0
53.1851,-45.949,0.0
53.323,-40.7828,0.0
53.5093,-39.0002,0.0
53.0588,-71.8327,0.1203
53.8171,-18.1012,0.0
53.786,-34.5345,0.0
54.1417,-23.6525,0.0
54.0721,-40.6357,0.0
54.2452,-28.0529,0.0
54.1775,-39.8028,0.0
53.7919,-71.4689,0.0
54.2672,-55.0201,0.0423
54.4634,-38.0206,0.0
54.5922,-33.1877,0.0
54.3036,-62.5871,0.0
54.6696,-32.7213,0.0
54.2558,-69.5872,0.0
54.8665,-33.2221,0.0
55.1155,-28.7064,0.0
55.0947,-32.573,0.0
55.2598,-34.257,0.0
55.4969,-32.0579,0.0
55.0824,-70.0906,0.0
55.6528,-30.9419,0.0
55.8828,-29.9428,0.209
55.7526,-53.6426,0.059
56.0174,-32.6934,0.0
56.2699,-22.4443,0.0
56.2246,-35.6442,0.0
56.285,-29.4111,0.0
56.4236,-51.5119,0.0
56.4571,-57.0455,0.0611
56.7114,-29.0295,0.0
56.6906,-32.8127,0.0
56.9392,-28.4304,0.0
57.0223,-21.764,0.0
57.086,-33.481,0.0
56.971,-53.8309,0.0
57.1575,-34.048,0.0
57.2017,-38.8982,0.0
57.3091,-33.7319,0.0
57.5164,-17.4993,0.0
57.564,-18.0328,0.0
57.7188,-27.3502,0.0
57.7649,-23.1337,0.0
57.9298,-19.9677,0.0
58.0724,-48.6019,0.0
58.1994,-38.9356,0.0
58.4248,-30.6865,0.0
58.5977,-31.0205,0.0
58.6169,-32.0206,0.0
58.6316,-37.7374,0.0
58.7609,-18.4878,0.0
58.0862,-74.0031,0.0
59.3379,-28.0569,0.0
59.4432,-27.0407,0.0
59.4421,-39.6075,0.0
59.6167,-22.3747,0.0
59.2485,-62.8239,0.0
59.6773,-29.9084,0.0
59.5543,-52.3415,0.034
59.8006,-30.1755,0.0
59.796,-35.1756,0.0
59.9529,-19.9761,0.0
59.9989,-30.4264,0.0
60.1642,-27.6104,0.0
60.2335,-23.8773,0.0
60.1945,-31.1605,0.0
60.3042,-19.6442,0.0
60.0623,-53.6603,0.0388
60.408,-33.0615,0.0
60.3577,-46.8114,0.0
60.568,-26.8121,0.0
59.5028,-78.9266,0.0
60.7158,-27.196,0.212
60.7407,-27.1961,0.0
60.687,-53.513,0.0
60.6513,-56.2962,0.0
60.9162,-27.0635,0.0
60.982,-33.0806,0.0
61.0662,-27.0308,0.0
61.1998,-41.4816,0.0
61.1181,-52.8815,0.0
61.0366,-65.2149,0.0
61.621,-30.5499,0.0
61.9156,-26.9678,0.0
61.4997,-65.6002,0.0
60.9631,-78.6827,0.0
62.1135,-27.302,0.0
62.1623,-27.5189,0.0
62.1437,-30.8188,0.0
62.3124,-27.4695,0.0
62.3196,-59.6035,0.0433
62.9086,-28.0221,0.0
62.7919,-45.1051,0.0
62.782,-48.8552,0.0
62.7844,-62.7223,0.0
62.8882,-63.6894,0.0
62.9669,-64.6065,0.057
63.4389,-35.3411,0.0
63.3901,-45.1577,0.0
63.3837,-45.8911,0.0
63.5363,-45.5584,0.0
63.5554,-46.2085,0.0
64.1077,-32.2107,0.0
64.2358,-42.4947,0.0
64.3626,-38.9452,0.0
64.3626,-45.212,0.0
64.2316,-64.7953,0.0
64.3091,-63.5956,0.0
64.7105,-42.4135,0.0
64.6394,-60.8136,0.0
64.8627,-45.0808,0.0
65.2792,-45.9327,0.0
65.299,-46.4828,0.0
65.2458,-65.0498,0.0
65.7289,-18.8343,0.0
65.6742,-33.2509,0.0
65.6489,-63.8015,0.0
65.9263,-46.1022,0.0
66.3537,-36.2206,0.0
66.3694,-46.7375,0.0
66.7966,-46.4061,0.0
66.9539,-36.0733,0.0
66.9925,-34.0234,0.0
66.9375,-44.64,0.0
67.1892,-38.1077,0.0
67.5917,-21.0093,0.0
67.314,-60.3255,0.0
67.6201,-37.193,0.0
67.6637,-38.0765,0.0
67.8654,-49.311,0.0
68.0487,-36.6115,0.0
67.7905,-61.4777,0.0594
68.2158,-34.0456,0.0
68.2056,-35.5789,0.0
68.2503,-32.5791,0.0
68.2491,-45.8459,0.0
68.287,-49.5462,0.0
68.1478,-59.6959,0.0
68.4523,-36.0134,0.0
68.5065,-35.3803,0.0
68.5043,-35.7136,0.0
68.7658,-33.9481,0.0
68.9292,-35.6488,0.0
68.9243,-57.9993,0.0
69.4698,-46.0681,0.0
69.4656,-48.9849,0.0
70.2835,-38.305,0.0
70.2517,-45.1884,0.0
70.2691,-48.5052,0.0
70.3278,-45.0554,0.0
70.5901,-37.3564,0.0
70.9944,-24.7081,0.0
70.7764,-61.7079,0.0
71.2297,-18.0258,0.0
71.2412,-33.476,0.0
71.852,-44.879,0.0
71.945,-39.796,0.0
72.4779,-44.6819,0.0
73.2054,-34.7851,0.0
72.9483,-62.7347,0.0
73.3742,-31.9359,0.0
73.7947,-36.2212,0.0
74.5847,-30.1415,0.0
74.5657,-57.692,0.0
62.6798,-88.7476,0.0
74.9921,-24.66,0.0
75.2,-38.6779,0.0
75.1803,-49.0446,0.0
75.2545,-51.2784,0.0
75.4209,-35.8455,0.0
75.4706,-39.2125,0.0
75.6243,-49.5301,0.0
75.9371,-29.5978,0.0
75.9645,-29.2146,0.0
75.9587,-33.948,0.0
76.1134,-33.2321,0.0
76.0492,-49.4821,0.0
75.9753,-56.932,0.0
76.3192,-32.3497,0.0
76.4402,-45.4838,0.0
76.8613,-29.6355,0.0
76.7171,-47.7519,0.0
76.8272,-49.1191,0.0
77.1686,-28.4203,0.0
77.2637,-25.0374,0.0
77.0053,-56.5035,0.0
77.467,-36.1385,0.0
77.6404,-45.3228,0.0
77.8397,-28.9902,0.0
77.9256,-44.2075,0.0
78.3575,-30.0926,0.0
78.1941,-49.6922,0.0
78.4683,-39.16,0.0
78.4672,-42.31,0.0
78.6701,-44.7277,0.0
78.6757,-49.0612,0.0903
78.8109,-50.3452,0.0
79.1424,-42.2133,0.0
74.8834,-86.7037,0.0
79.4926,-58.5487,0.0953
80.4505,-31.0026,0.0
80.3784,-40.8191,0.0
80.5224,-49.1867,0.0
80.6574,-48.2706,0.0446
81.2003,-27.0062,0.0
81.3508,-30.907,0.0
81.3962,-31.5905,0.0
81.4778,-30.5909,0.0
81.468,-47.2078,0.0
81.6283,-30.4916,0.0
81.7613,-47.8259,0.0
81.8162,-47.3595,0.0
81.8934,-47.1432,0.0
82.0382,-47.6273,0.0
82.3904,-47.3956,0.0
82.6622,-49.9303,0.0
82.9468,-38.3648,0.0
83.0632,-47.5655,0.0
83.3624,-28.9833,0.0
83.6653,-28.5014,0.0
83.6906,-32.3016,0.0
83.7482,-38.1353,0.0
84.0077,-36.8865,0.0
84.5612,-20.6223,0.0
84.3855,-45.3052,0.0
85.0783,-43.3918,0.0
85.2306,-48.1594,0.0
85.2248,-61.7098,0.0
86.2825,-47.9478,0.0
86.8926,-31.8838,0.0
87.0536,-21.9344,0.0
87.0217,-41.2512,0.0
87.339,-24.4691,0.0
87.6251,-22.5372,0.0
87.911,-29.0553,0.0
88.7144,-32.3259,0.0
89.0484,-18.3107,0.0
88.9471,-34.7938,0.0
89.1493,-18.1445,0.0
89.2322,-21.2616,0.0
90.2199,-18.9664,0.0
90.1815,-40.0499,0.0455
90.4351,-20.7508,0.0
91.4685,-35.306,0.0
91.5374,-42.2898,0.0
91.7398,-49.491,0.0567
92.4808,-33.5943,0.0282
92.5249,-37.7946,0.0
92.6703,-18.9116,0.0
93.5755,-17.966,0.0
94.435,-52.0208,0.0
95.4603,-42.6422,0.0
95.6827,-25.6263,0.0
95.7055,-43.1934,0.0
95.4475,-64.9596,0.0248
96.2544,-37.3459,0.0
96.5644,-53.6812,0.0531
96.7685,-35.4817,0.0
96.4252,-62.8976,0.0
96.9776,-22.2325,0.0
96.8796,-54.3994,0.0498
97.2192,-41.734,0.0
97.4093,-52.2352,0.0
98.8846,-62.6261,0.0
99.3302,-48.4943,0.0
100.2064,-46.0485,0.0
100.1672,-63.4656,0.0
100.4168,-49.7829,0.0
100.4644,-49.9998,0.0
101.3872,-54.2043,0.0
101.421,-74.6893,0.0
104.5785,-49.2026,0.0
106.2574,-49.0772,0.0
107.1323,-49.2146,0.0
126.0692,-17.6128,0.0
129.5962,-17.943,0.0
130.4489,-17.4796,0.0
130.5235,-17.5965,0.0
132.2194,-19.0694,0.0
136.1729,-19.3499,0.0
137.9683,-21.1892,0.0
138.8963,-20.7422,0.0
139.8218,-20.9618,0.0
140.4443,-21.8971,0.0
142.1189,-22.7356,0.0
143.0378,-24.8883,0.0
144.625,-29.2929,0.0
145.0567,-27.7108,0.0
145.2558,-28.078,0.0
145.5835,-27.5123,0.0
145.8469,-23.6963,0.0
145.9724,-30.83,0.0
147.6783,-22.6512,0.0
148.2174,-33.736,0.0
149.8503,-24.9734,0.0
150.0825,-22.6573,0.0
150.203,-24.2909,0.0
150.3507,-33.0413,0.0
150.6073,-31.2753,0.0
150.8694,-35.2592,0.0
151.1827,-31.5933,0.0
151.3076,-31.7436,0.0
152.9673,-29.9807,0.0
153.6731,-28.5656,0.0
153.9518,-27.4329,0.0
153.9465,-29.3495,0.0
154.518,-21.5841,0.0
154.757,-26.1512,0.0
155.2875,-33.719,0.0
155.9568,-27.2537,0.0
156.1006,-29.7873,0.0
156.7536,-38.172,0.0
156.7781,-38.372,0.0
157.2679,-33.8729,0.0
157.2671,-34.1396,0.0
158.1964,-33.5913,0.0
158.3514,-31.8249,0.0
161.8909,-29.6142,0.0
162.277,-36.5815,0.0
161.8954,-81.848,0.0
163.11,-34.216,0.0
163.4146,-32.3998,0.0
163.6559,-23.6501,0.0
164.8266,-27.835,0.0
165.0219,-30.9519,0.0
165.5542,-27.3026,0.0
166.071,-33.2699,0.0
166.2541,-28.5034,0.0
166.627,-44.1872,0.0
166.9075,-27.3042,0.0
167.0179,-19.671,0.0
167.0778,-30.8544,0.0
167.1524,-31.2711,0.0
167.5018,-32.3549,0.0
167.6273,-32.2383,0.0
167.7953,-18.7885,0.0
167.8058,-30.1552,0.0
168.9339,-30.1896,0.0
168.9384,-43.7397,0.0
169.0395,-43.3731,0.0
169.1891,-43.9899,0.0
169.3814,-33.1067,0.0
169.6221,-19.8903,0.0
169.6163,-25.3569,0.0
169.7393,-27.4237,0.0
170.2614,-31.2075,0.0
170.3605,-32.1743,0.0
170.7107,-32.9746,0.0
170.9985,-20.9248,0.0
171.6234,-22.4086,0.0
171.7905,-31.4754,0.0
172.2368,-36.559,0.0
172.9943,-31.1928,0.0
175.1776,-27.7607,0.0
175.2257,-31.2273,0.0
176.3274,-34.4444,0.0
177.2798,-36.5281,0.0
179.0867,-33.5117,0.0
179.2635,-22.9451,0.0
179.2875,-32.1617,0.0
179.714,-29.0284,0.0
179.9649,-23.0451,0.0
180.0147,-31.3951,0.0
180.466,-28.6784,0.0
180.7167,-27.8951,0.0
180.7418,-30.1451,0.0
180.8671,-28.6284,0.0
181.0425,-28.2451,0.0
181.0426,-29.1784,0.0
182.1464,-33.2783,0.0
182.1718,-34.445,0.0
183.2233,-28.6614,0.0
183.2476,-26.0781,0.0
183.952,-33.0112,0.0
184.0775,-33.2612,0.0
184.5777,-30.4277,0.0
184.9369,-43.6442,0.0
185.4254,-21.5773,0.0
185.6145,-43.0439,0.0
185.703,-25.5272,0.0
185.9172,-44.5438,0.0
186.1041,-25.777,0.0
187.9525,-17.8426,0.0
188.0787,-19.2759,0.0
188.1706,-38.3925,0.0
188.7091,-24.5421,0.0
189.129,-17.5751,0.0
189.7567,-19.4913,0.0
189.805,-17.5413,0.0
190.0224,-34.2245,0.0
191.9376,-21.5227,0.0
192.2157,-41.3058,0.011
192.4842,-36.7556,0.0
193.5758,-29.021,0.0553
193.8368,-18.1541,0.0
193.9037,-30.354,0.0
194.2839,-32.9202,0.0
194.3299,-30.3702,0.0
194.4171,-21.4201,0.0
194.4388,-18.9534,0.0
194.4523,-28.4867,0.0
195.0395,-18.736,0.0
195.261,-32.4357,0.0167
195.2689,-21.619,0.0
195.7642,-17.7851,0.0
195.8141,-33.2684,0.0
195.9242,-24.2515,0.0
197.1709,-34.5665,0.0
197.3509,-23.5163,0.0
197.7695,-32.999,0.0
197.847,-34.0822,0.0385
198.2648,-29.9816,0.0
198.3309,-37.3315,0.0
198.3737,-44.0815,0.0
198.5896,-29.4478,0.0
199.3776,-22.2632,0.0
199.5453,-30.9296,0.0
199.7227,-31.8127,0.0
199.8107,-37.1792,0.0
199.8769,-33.4791,0.0153
200.1927,-28.9786,0.0
201.026,-31.6605,0.0
201.2201,-28.8768,0.0
201.9782,-31.4922,0.0482
202.4748,-29.5246,0.0471
202.9604,-33.2237,0.0109
203.3159,-42.8564,0.0
203.3825,-31.6729,0.0499
203.4153,-42.5562,0.0
203.5929,-35.2225,0.0
204.1661,-33.9714,0.0109
204.7475,-35.5536,0.0
204.9509,-36.4532,0.0
205.2964,-34.6358,0.0
205.676,-35.7517,0.0
206.7115,-37.9162,0.0372
206.8706,-32.8658,0.0
207.0477,-33.3821,0.0
207.102,-34.682,0.0
207.289,-30.2982,0.0141
208.1492,-32.8797,0.0
208.1913,-30.2962,0.0
208.5849,-27.8453,0.0
209.3776,-24.7268,0.0
209.4228,-22.9934,0.0
210.7272,-23.7235,0.0
211.8645,-27.0207,0.0
212.1156,-18.9034,0.0
212.6013,-22.3021,0.0
212.7195,-19.9685,0.0
213.53,-22.9997,0.0
213.5832,-23.9829,0.0
213.7034,-29.9326,0.0
213.718,-33.8826,0.0
213.9283,-46.7155,0.0
214.4651,-32.5973,0.0
214.4878,-24.8971,0.0
214.6546,-22.28,0.0
214.7961,-19.4796,0.1196
215.0911,-17.7454,0.0
218.1011,-86.9245,0.0
216.299,-19.7421,0.0
216.6976,-19.1243,0.0
216.8432,-17.7072,0.0
216.9377,-23.5569,0.0
217.2537,-27.8894,0.0
217.9072,-21.5041,0.0
218.1817,-44.3368,0.0
218.3214,-31.8029,0.0
218.3831,-28.4194,0.0
218.7585,-28.3349,0.0
219.034,-28.3007,0.0
219.9467,-24.6313,0.0
220.6232,-30.9625,0.0
222.0881,-27.8412,0.0
222.1381,-21.4243,0.0
222.2863,-20.8905,0.0
223.6921,-28.0692,0.0
223.7033,-30.6192,0.0
224.5524,-30.0164,0.0
225.7346,-80.5642,0.0
227.3268,-28.7234,0.0
228.7908,-19.9014,0.0
230.0308,-28.5636,0.0
231.052,-32.4098,0.0
231.6638,-18.6741,0.0
232.1668,-24.8722,0.0
232.9405,-18.7692,0.0
234.5154,-23.9131,0.0
239.186,-83.4983,0.0
243.2526,-86.8026,0.0
245.3919,-83.7891,0.0
243.8869,-60.9083,0.0143
247.7552,-75.1757,0.0
249.8126,-82.4687,0.0854
249.9302,-75.9994,0.0
278.5371,-78.7969,0.0
279.9286,-46.3209,0.0
283.3612,-44.8711,0.0
284.7507,-54.9315,0.0
284.6858,-42.1982,0.0
285.2362,-45.0956,0.0
289.2473,-73.7118,0.0
291.3833,-42.9505,0.0
292.0106,-50.9478,0.0
293.7197,-79.5759,0.0
293.5293,-42.9075,0.0
294.1144,-61.622,0.0
295.5547,-53.282,0.0
296.6458,-79.9796,0.0
295.9531,-56.9471,0.0
295.9061,-40.5302,0.0
296.1043,-57.0631,0.0
295.9968,-45.4799,0.0
297.4454,-27.54,0.0
301.7786,-86.8139,0.0
298.0454,-55.0879,0.0588
298.1922,-63.7376,0.0
298.1574,-52.0207,0.0475
299.8105,-34.9133,0.0
301.4976,-82.2429,0.0
300.1338,-38.5286,0.0185
300.4009,-29.2107,0.0
300.6267,-29.4098,0.0
300.6557,-30.1263,0.0
301.4502,-52.2734,0.0
301.5804,-41.9393,0.0
302.0283,-67.9049,0.0
301.8271,-52.5551,0.0
303.5047,-80.6505,0.0369
302.457,-53.1692,0.237
304.0448,-80.7983,0.0
303.1254,-56.8165,0.053
302.9988,-41.4834,0.0
303.1753,-38.166,0.0
303.5743,-29.7476,0.0
303.7329,-39.4804,0.0
305.0195,-41.5586,0.0
305.2097,-46.7579,0.0
305.2233,-30.0409,0.0
305.4687,-52.9403,0.0
306.3329,-40.3533,0.0404
306.5891,-33.3522,0.033
306.8036,-31.518,0.0
307.3208,-70.4003,0.0
307.4655,-69.533,0.0
307.1135,-33.4168,0.0
307.3088,-36.9661,0.0
307.3087,-32.6161,0.0
308.2481,-78.0975,0.0
308.0494,-56.4302,0.062
307.9757,-26.4134,0.0
308.3497,-63.0293,0.0759
308.2009,-39.996,0.0
308.4425,-56.012,0.0
308.4712,-35.2616,0.0
308.5376,-38.0281,0.0
308.6917,-51.511,0.0
308.5916,-34.4945,0.0
308.6641,-34.0775,0.0
308.699,-35.8274,0.0
308.7935,-34.9104,0.0
309.1507,-56.926,0.0
308.9939,-25.2762,0.0
309.1822,-37.3923,0.0
309.2628,-34.0586,0.0
310.0041,-71.2734,0.0
309.6259,-36.5072,0.0
310.0104,-61.3396,0.0708
310.0979,-31.5888,0.0
310.4169,-35.2376,0.0
310.5596,-38.3371,0.02
310.5681,-25.6203,0.0
310.7939,-54.9031,0.0
310.6524,-32.6534,0.0
316.4776,-87.7917,0.0
311.6343,-29.4331,0.0
311.7998,-32.5991,0.0
311.8818,-33.9822,0.0
311.9972,-26.9984,0.0
312.4629,-30.4967,0.0
312.8866,-52.7121,0.0456
313.5717,-37.4261,0.0
313.9794,-54.9249,0.0
314.0022,-42.658,0.0
314.1574,-47.0242,0.0
314.2293,-43.0905,0.0
314.6252,-66.373,0.0
314.4049,-43.2566,0.0
314.6486,-42.4057,0.0
314.6794,-46.8723,0.0
314.8209,-21.8716,0.0
314.8884,-36.5215,0.0
316.3018,-82.7357,0.0
314.9309,-24.3379,0.0
315.0056,-35.1044,0.0
315.2243,-38.6537,0.0
315.3806,-55.67,0.0
315.4959,-28.0527,0.0386
315.5175,-27.3026,0.0
315.745,-42.3853,0.0
315.8257,-43.3183,0.0487
315.7923,-32.8184,0.0
315.9024,-43.6181,0.0
316.0628,-41.3842,0.0
316.4966,-38.816,0.0
317.7951,-82.1637,0.0
316.674,-47.1488,0.0165
316.5898,-27.1156,0.0
316.8076,-25.4816,0.0
316.925,-47.4147,0.0
317.0552,-36.0141,0.0
317.1724,-43.4971,0.0306
318.0556,-78.2287,0.0
317.5613,-45.8125,0.032
318.5101,-49.5928,0.0
318.5638,-42.8759,0.0
318.5613,-27.1258,0.0
318.6348,-26.7922,0.0
318.8542,-45.475,0.0
318.8658,-43.3749,0.0
318.936,-42.608,0.0
319.6498,-45.2391,0.0
320.1567,-26.7373,0.0
320.4326,-33.0699,0.0
320.8226,-70.5359,0.0
321.485,-76.5842,0.0
322.8472,-84.8319,0.0
324.5268,-87.2126,0.0
321.4624,-34.7167,0.0
321.7981,-53.0825,0.0
321.7934,-49.2658,0.0
321.8015,-42.6657,0.0
322.2315,-72.8983,0.0
321.9777,-32.8151,0.0
322.1818,-20.8811,0.0
322.3771,-50.814,0.0796
322.3998,-42.7472,0.0
322.3531,-19.8806,0.0
322.7867,-45.0628,0.0
322.9012,-43.3124,0.0
323.1777,-68.7453,0.0
323.2074,-52.0282,0.0
323.1114,-22.645,0.0
324.9861,-85.0422,0.0
323.6318,-72.6941,0.0
323.6584,-66.8438,0.0
323.6317,-62.0271,0.0557
323.4953,-42.644,0.1955
323.4821,-28.5439,0.0
323.6182,-53.6271,0.0775
324.6151,-82.0589,0.0
323.9669,-37.2426,0.0
324.272,-32.825,0.0
324.558,-67.2579,0.0
324.4624,-41.7912,0.0
324.4679,-42.8578,0.0
324.494,-47.3911,0.0
324.8495,-52.0735,0.0
324.7493,-27.157,0.0
324.7678,-32.0736,0.0
324.8693,-51.3901,0.0756
324.824,-27.1067,0.0
324.9901,-47.1064,0.0
325.4101,-72.7224,0.0
325.4224,-44.3552,0.0
328.8648,-86.766,0.0
326.4276,-46.0191,0.0
326.4757,-53.3523,0.0
326.3917,-25.9024,0.0
326.4168,-25.969,0.0
326.6579,-57.2852,0.0747
326.6077,-23.2851,0.0
326.618,-26.4185,0.0
326.7398,-43.9015,0.0
327.0139,-64.4677,0.0
326.9317,-47.101,0.0
327.0145,-32.7174,0.0
327.1605,-31.7504,0.0
327.2814,-30.7,0.0
327.4162,-33.4497,0.0
327.6098,-55.316,0.0352
327.7954,-50.0154,0.0
327.8581,-48.0486,0.0
328.0933,-53.5647,0.0
328.1339,-48.3979,0.0
328.2842,-43.9975,0.0
328.526,-57.8469,0.076
328.4126,-33.1971,0.0
329.239,-26.8783,0.0
329.5933,-60.3943,0.0744
329.9772,-56.1599,0.0754
330.4326,-59.9422,0.0993
330.3926,-20.3421,0.0
330.6889,-41.6414,0.0
330.9207,-61.591,0.0
330.8327,-45.8244,0.065
331.3206,-30.4566,0.0
331.3706,-30.4898,0.0
331.4386,-47.523,0.0
331.4754,-39.0562,0.0
332.358,-51.8209,0.0
332.3087,-27.3209,0.0
332.5105,-28.0871,0.0
332.6153,-48.9203,0.0
332.6494,-39.8702,0.0
332.8623,-48.5864,0.0
332.8693,-38.7363,0.0
332.9719,-50.4862,0.0
333.3788,-34.7519,0.0
333.6297,-47.818,0.0
333.5802,-27.0681,0.0
333.6293,-17.0179,0.0
333.8334,-43.2676,0.0
333.9725,-51.5506,0.0678
334.1076,-53.4003,0.0
334.1773,-52.5835,0.0529
334.0842,-19.317,0.0
334.1418,-39.2669,0.0
334.4287,-35.7163,0.1214
334.6291,-43.0158,0.0
334.6885,-38.899,0.0
334.8103,-38.0821,0.0
334.8741,-34.7153,0.0
334.9064,-37.0152,0.0
335.0013,-57.0985,0.0
334.9567,-37.1485,0.0
334.9897,-45.9484,0.0
335.0041,-49.0817,0.0
335.0467,-52.4817,0.0
335.2572,-71.9148,0.0
335.1248,-35.1648,0.0
335.3281,-57.6645,0.0
335.3086,-50.3145,0.0
335.3607,-55.131,0.0396
335.4698,-52.5808,0.0
335.7055,-58.347,0.0
335.8171,-52.4468,0.0
